,business_id,categories,city,latitude,longitude,name,review_count,stars
1137,7_Eh1VvtKPmQvYNB1OTGWw,"[Bakeries, Soup, Bagels, Sandwiches, Food, Salad, Restaurants, Breakfast & Brunch]",Charlotte,35.087992,-80.846242,Panera Bread,43,3.0
1138,r1k3JVOrfF4vJJUWJrF8uQ,"[Salad, Restaurants, Southern, American (Traditional), Sandwiches]",Charlotte,35.0665073,-80.7712206,Showmar's - Providence Commons,26,4.0
1139,7mU3l5VjH1IxsXcxBxUblg,"[Mexican, Restaurants, Bars, Nightlife]",Pittsburgh,40.4277223401,-79.9686308033,Emilliano's Mexican Restaurant and Bar,185,3.5
1140,--cZ6Hhc9F7VkKXxHMVZSQ,"[Peruvian, Spanish, Latin American, Restaurants]",Charlotte,35.1998528426,-80.8448199047,Pio Pio,259,4.0
1141,WE7UsbkilPeI8nw9ODnD-g,"[Sandwiches, Restaurants]",Pittsburgh,40.4468714046,-80.0046486305,Primanti Brothers at PNC Park,13,2.5
1142,VvMdpGdwnUCSmWYkNeMDJQ,"[Event Planning & Services, Bars, Nightlife, Venues & Event Spaces, American (Traditional), Restaurants, American (New), Lounges]",Pittsburgh,40.4471507,-80.0064087,Lexus Club at PNC Park,3,4.5
1143,BskUTTscZ1XGa9ev7TlfeQ,"[American (New), American (Traditional), Bars, Nightlife, Cocktail Bars, Restaurants]",Pittsburgh,40.4416755559,-79.9962055882,The Commoner,291,3.5
1144,-fX1N-Pg_kxa7KK6gCv8Ag,"[Mexican, Restaurants]",Charlotte,35.316384,-80.739983,Los Arcos Mexican Restaurant,8,2.5
1145,MpxcquEP9071fZqd6O19IQ,"[Fast Food, Gluten-Free, Asian Fusion, Restaurants]",Pittsburgh,40.4264466616,-79.9659382179,Asian Fusion Bowl,10,4.5
1146,zr7grc6VLxwuo3iXLAs1oA,"[Fast Food, Restaurants]",Charlotte,35.2205594,-80.9438737,Casa Bacardi,3,1.5
1147,_ZZs0xaIg_evDhtzgYFYtw,"[Restaurants, Greek, Barbeque]",Charlotte,35.2137529,-80.927661,Mr G's,21,4.0
1148,ySIsBnsZpcvmBoCOkjWruw,"[Chicken Wings, Restaurants, Italian, Fast Food, Pizza]",Charlotte,35.294425,-80.7448589,Pizza Hut,18,1.5
1149,3Ib2IEkcd0INN0gcZj7wKg,"[Delis, Restaurants, Sandwiches]",Charlotte,35.3070841,-80.7209367,US Subs,20,3.0
1150,5miOOTlAtDJQtTwuQXgYxw,"[Salad, American (Traditional), Sandwiches, Burgers, Restaurants, Cocktail Bars, Nightlife, American (New), Bars]",Pittsburgh,40.4458257621,-80.0103780627,Bar Louie,46,2.0
1151,HV_BS1AA-iiN50ZjG-NK7w,"[Mediterranean, Restaurants, Southern, Greek]",Charlotte,35.336274142,-80.7556518788,Zoës Kitchen,39,4.0
1152,mLwM-h2YhXl2NCgdS84_Bw,"[Food, Restaurants, Soul Food, Convenience Stores]",Charlotte,35.23687,-80.7419759,South Florida Style Chicken & Ribs,4,4.5
1153,f12Zv1B9crmSW58iyTR_mA,"[Smokehouse, Food, Restaurants, Barbeque]",Charlotte,35.070167,-80.843508,Midwood Smokehouse,166,4.0
1154,ZdAmfbj-1KYHlShGBktrJQ,"[Restaurants, Japanese]",Charlotte,35.0683792,-80.8422187,Tokyo Japanese Restaurant,16,4.0
1155,JZs2T3Ykzqw7QoAKgyISkg,"[Pizza, Restaurants, American (Traditional), Food, Do-It-Yourself Food]",Charlotte,35.0303097,-80.8535521,Papa Murphy's,16,3.5
1156,3is0dluydFCPv2c0lbvP0g,"[American (Traditional), Restaurants]",Charlotte,35.159454,-80.8898026,Birch Restaurant & Bar,4,2.0
1157,x_AmiOc8DPAyHe5VeoDYEw,"[Nightlife, American (Traditional), Burgers, Steakhouses, Sports Bars, Restaurants, Bars]",Pittsburgh,40.4263118,-79.8889559,Applebee's,3,2.5
1158,lpxj6LFir23Ds6swW8a6fg,"[Event Planning & Services, Bars, Nightlife, Wine Bars, Seafood, Restaurants, Steakhouses, Lounges, Caterers]",Pittsburgh,40.438109,-80.0185399,Grandview Saloon,80,3.5
1159,qe1cIDQ0ofi7c0PFp7gPvw,"[Bars, Chicken Wings, Restaurants, Seafood, Nightlife, Dive Bars]",Charlotte,35.089758,-80.867243,Tavern 51,19,3.0
1160,gJfcAJvZ2RQgN8ksPNWeNw,"[Soup, Vegetarian, Cafes, Juice Bars & Smoothies, Restaurants, Sandwiches, Food]",Charlotte,35.1355636796,-80.7380024615,Natural Blendz,25,5.0
1161,lnd23oqCb7v8lt9zd4K8sg,"[Restaurants, Food, Coffee & Tea, Cafes]",Pittsburgh,40.4353844922,-79.995624918,Gasoline Street Coffee Company,9,5.0
1162,IbG2bgOTAGayL6T8VVePGQ,"[Fast Food, Restaurants]",Charlotte,35.31032,-80.752236,Chick-fil-A,23,4.0
1163,qac2HimbgZNZ9ZTqkzyqsg,"[Restaurants, Argentine]",Charlotte,35.176921,-80.8803162,Parrillada Che Gaucho,30,3.5
1164,mcihQ4K6zMykrY0PUF5g_g,"[Fast Food, Restaurants]",Charlotte,35.32318,-80.732899,Jack In the Box,15,3.0
1165,TLr_AFOnq4TK_qNGRQzloQ,"[Restaurants, Mexican]",Pittsburgh,40.4291214,-79.9695301,Qdoba Mexican Grill,4,2.0
1166,qmSs5Ed7gN-d1Koc26Gvyw,"[Fast Food, Restaurants, Chicken Shop, Breakfast & Brunch, Chicken Wings, Southern]",Charlotte,35.1785582,-80.880655,Bojangles' Famous Chicken 'n Biscuits,15,3.0
1167,qWMGMCPQoyRq7NpQ78ntmg,"[Restaurants, Cafes, Sandwiches]",Pittsburgh,40.4318531,-80.0156807,Café Cravings,24,4.0
1168,YPbuIXRwoPMt2ABKXqM46Q,"[Street Vendors, Sandwiches, Restaurants, Food Trucks, Food]",Charlotte,35.2270869,-80.8431267,Clover Joe's Sandwich Shoppe,13,4.0
1169,PbOnLu9ZVqG88oVem8_khA,"[American (New), Restaurants]",Charlotte,35.3109383,-80.7508204,Lava Bistro & Bar,4,3.0
1170,0mzi5dmNvdeufSzXRzrvQw,"[Restaurants, Specialty Food, Food, Meat Shops, Sandwiches, Caterers, Delis, Cafes, Event Planning & Services]",Charlotte,35.2968436,-80.7588859,HoneyBaked Ham,4,5.0
1171,b42EKdSk61zd_FEqEwioYQ,"[Breakfast & Brunch, Seafood, Sushi Bars, Restaurants]",Charlotte,35.145671,-80.825569,Upstream,181,4.0
1172,Tz4fdGixKO3_HvOh8i81Iw,"[Pizza, Restaurants]",Pittsburgh,40.395001,-80.02216,Vinny's Pizza,15,2.5
1173,vofsKB4Y8MKyytL4dS556w,"[Chicken Wings, Fast Food, Food, Comfort Food, Restaurants, American (New)]",Charlotte,35.3119098063,-80.7446102024,Wingstop,51,3.0
1174,yD0u3fnMfFeICN-3bdmCWg,"[Sandwiches, Restaurants, Fast Food]",Charlotte,35.306149,-80.722771,Arby's,8,2.0
1175,pmePpiiObQzWZfgWV2POoQ,"[Restaurants, American (Traditional)]",Pittsburgh,40.432599,-79.894243,Dunning's Grill,22,3.0
1176,gYY9U9CXRS12O-oUFoO0cg,"[Sandwiches, Food, Breakfast & Brunch, Bagels, Soup, Restaurants, Salad]",Pittsburgh,40.436272,-79.958116,Panera Bread,26,2.5
1177,42gnKgy6ryfQ4QBtmyVgqA,"[Ice Cream & Frozen Yogurt, Restaurants, Food, American (Traditional)]",Charlotte,35.1871892,-80.6873616,Happy Grill,16,4.0
1178,S3kcGHznDcyzsxkOhSZeLg,"[Sandwiches, American (New), Restaurants]",Charlotte,35.212502,-80.817808,Crisp,154,3.5
1179,qJnjPNWWIy6Evq0LD5Biuw,"[Chicken Wings, Restaurants, Pizza]",Charlotte,35.2019558,-80.8445071,Sutton House,14,2.5
1180,lJlIuk3MS6YzuLjwnzshVg,"[Food Trucks, Seafood, Food, Restaurants]",Charlotte,35.332492,-80.732746,Hole in The Wall Crab Shack,4,4.0
1181,vOfqIfvugPpcaEa9SbkPow,"[Delis, Food, Grocery, Restaurants]",Charlotte,35.313822,-80.7467876,Food Lion,4,3.0
1182,tnQdyQZSNpjue1XsOEnISQ,"[American (Traditional), Bars, Restaurants, Cocktail Bars, Nightlife, Burgers, Chicken Wings]",Charlotte,35.038718,-80.793308,DB's Tavern,60,4.0
1183,Y3vtXQz3zPc5AVyUAsAj5Q,"[Restaurants, Vietnamese]",Charlotte,35.302143,-80.7477477,Pho Real Vietnamese Restaurant and Bar,182,4.0
1184,e8cFfRySb8n9lMXRnyzeIA,"[Restaurants, Chinese]",Charlotte,35.137593,-80.73942,New Chin Chin,8,3.0
1185,6lgnxOjKnGF_csg0caHB9A,"[Restaurants, American (Traditional)]",Charlotte,35.149547,-80.836587,Nick's Cafe,6,3.5
1186,PNl8R1SmXXgGU2ThG0qVbg,"[Restaurants, American (New), American (Traditional)]",Pittsburgh,40.4384852,-80.019282,Georgetowne Inn,44,2.0
1187,-_nz_8EPGQKKTd8loQDgXQ,"[Mexican, Tex-Mex, Event Planning & Services, Caterers, Restaurants, Fast Food]",Charlotte,35.3176552215,-80.7721924782,Salsarita's Fresh Cantina,20,3.0
1188,h9pl164llZwUv9bylqx2Xw,"[Breakfast & Brunch, Diners, American (Traditional), Restaurants]",Charlotte,35.3411144,-80.8354295,Waffle House,23,3.0
1189,AnXCOnAFU69mQ6xzdgBleQ,"[Hot Dogs, Food, American (Traditional), Restaurants]",Pittsburgh,40.455929,-80.0065429,Nana's Hot Dog Shop,6,4.0
1190,ZARPISrzPW6PrMSwexHnxw,"[Restaurants, Burgers]",Pittsburgh,40.4459841,-80.0108794,Burgatory,119,4.0
1191,yIxP32hWfZm5gyYUUh2WBA,"[Bars, Wine Bars, American (New), Seafood, Restaurants, Nightlife]",Charlotte,35.2100942,-80.8571985,Bonterra Restaurant & Wine Room,101,3.5
1192,9tn0zETs3sHA0oR0H2zukQ,"[American (Traditional), Restaurants]",Charlotte,35.148191,-80.831604,Harper's ToGoGo,3,4.0
1193,vGbzUluZ-vEPaIPPcUR8oQ,"[American (New), Sandwiches, Restaurants, Southern, Caterers, Event Planning & Services, Salad]",Pittsburgh,40.4531857,-80.0010393,Bistro To Go,42,4.0
1194,P3-aqSPZqir35Rgs-0P94g,"[Coffee & Tea, Restaurants, Bagels, Breakfast & Brunch, Sandwiches, Food]",Pittsburgh,40.4385156,-79.9983547,Bruegger's Bagels,8,3.0
1195,ETFKj1VSHn5zTNddOz6FRQ,"[Restaurants, Burgers, American (Traditional)]",Charlotte,35.3168235592,-80.7717311382,Red Robin Gourmet Burgers,41,3.0
1196,pYXLiLIbCeLIeJhucyyyyQ,"[Restaurants, Sandwiches]",Charlotte,35.3462714,-80.8432441,Jimmy John's,18,4.0
1197,8fB3OodPzYuagvnEWzULeA,"[Pizza, Restaurants]",Charlotte,35.3110293,-80.716159,Hungry Howie's Pizza,7,3.5
1198,qWSwDbtJRBvKTiMpH3rNLQ,"[Restaurants, Sushi Bars, Thai]",Charlotte,35.2013619,-80.8246661,Deejai Thai Restaurant,191,4.0
1199,JWOYA3FC2RlHl7v2bLzD5A,"[Specialty Food, Halal, Restaurants, Meat Shops, Grocery, Food]",Charlotte,35.327941,-80.739259,Holy Joes Meats & More,10,3.5
1200,T_olUY-8BnOuGSJ-5CD6jg,"[Restaurants, Fast Food, Sandwiches, Delis]",Charlotte,35.2123711,-80.8171636,Jersey Mike's Subs,19,2.5
1201,8PNXDkWz3hyZFi7E4tYhjw,"[Chinese, Restaurants]",Charlotte,35.1608893,-80.8492598,DragonFly,55,3.5
1202,Il6PvYFjolMt-6wahwarkA,"[Restaurants, Mexican]",Charlotte,35.0227182815,-80.8458566666,Mexquite Mexican Eatery,22,4.0
1203,_zFva1D3lgJPvT-8vGQQJQ,"[Bars, Pubs, Restaurants, Nightlife, American (Traditional)]",Pittsburgh,40.3939766,-80.0207405,Brookline Pub,15,3.0
1204,a7PdFUBBlYSn1Ay4ocsTJA,"[Breakfast & Brunch, Restaurants, American (New)]",Charlotte,35.211226,-80.858755,Pewter Rose Bistro,94,3.5
1205,6dDItJbFIwYCmoLZF3iTcg,"[Restaurants, Chicken Wings, Fast Food]",Pittsburgh,40.4415866,-79.9587044,Popeyes,16,2.0
1206,Ava9H-t4scVmP7u_onh7pg,"[Restaurants, Food, American (New), Italian, Beer, Wine & Spirits]",Charlotte,35.1967926025,-80.8258590698,Napa on Providence,149,4.0
1207,108H_8aEgOH5uz_C9hBgUQ,"[Fast Food, Restaurants]",Charlotte,35.1126084,-80.919443,Jack In the Box,5,2.0
1208,tlGgRylE0oUNLXJLyo5AaQ,"[Restaurants, Food, Sandwiches, Convenience Stores, Grocery, Delis]",Charlotte,35.1559264,-80.8750671,Food Lion,5,3.5
1209,9K2FHkajUaTU4P2cfFJmGQ,"[Indian, Restaurants, Food]",Charlotte,35.303872,-80.749548,Peacock India Restaurant,33,3.5
1210,8Z72HW5ydzQFydUxZglurg,"[Asian Fusion, Restaurants, Japanese, Sushi Bars, Buffets]",Charlotte,35.2973802,-80.7473433,Tokyo Grill & Buffet,77,3.5
1211,UHjQiqea7ReZRjrkPBG8pw,"[Restaurants, Hot Dogs, Burgers]",Charlotte,35.0429741913,-80.863494873,Topz Healthier Burger Grill,10,3.0
1212,NxzrO9KaQezZEzSpRqCxwA,"[Burgers, Fast Food, American (New), Restaurants]",Charlotte,35.0558229,-80.853652,Five Guys Burgers and Fries,25,4.0
1213,9dqdzRzjSfbnMvjUGqWBAw,"[American (Traditional), Diners, Restaurants, Breakfast & Brunch]",Charlotte,35.2195,-80.8521952,Midnight Diner,421,3.5
1214,FBSWwaE6gR7KAOyG1QhakQ,"[Food, Cocktail Bars, Butcher, Restaurants, Bars, American (New), Nightlife]",Charlotte,35.1705043185,-80.8066737533,Block & Grinder,222,4.0
1215,e0Vvrs1M-oMhNBg_8uc6ZQ,"[Food, Coffee & Tea, Salad, Restaurants, Sandwiches, Cafes]",Pittsburgh,40.4370074,-80.0000142,Verde Good Beans,3,4.5
1216,fM2-R61IRhR-MkQ2zB1BrA,"[Pizza, Salad, Restaurants, Sandwiches]",Charlotte,35.2965774536,-80.7570037842,Da Vinci's Pizza,63,4.0
1217,7IQoE-EXnRCBUzaVHYlhmw,"[Restaurants, Pizza]",Charlotte,35.3133839,-80.7431575,Papa John's Pizza,7,2.0
1218,pCwOCE-cycl6cMEa9O6bZQ,"[American (New), Restaurants]",Pittsburgh,40.4407643,-79.9581044,Hello Bistro,142,3.5
1219,nbKdzlGl5Rl6lB8F5g97ag,"[Breakfast & Brunch, American (New), Restaurants]",Pittsburgh,40.3856117,-79.9784562,Gary's Restaurant,7,4.5
1220,t86BtX-naB-OWXoKLCwPHw,"[Food, Pizza, Restaurants, Italian]",Charlotte,35.208494401,-80.8612203598,Zucca Pizza Tavern,42,3.5
1221,QGVPp99uf0IEph0-lTwD4w,"[Pizza, Food, Food Stands, Restaurants, Fast Food, Food Trucks]",Charlotte,35.3301529,-80.7325287,Belly Backers,4,3.0
1222,Lyn5sYu1rfxdmntbaOoZJg,"[Casinos, Restaurants, Sports Bars, Bars, Nightlife, Steakhouses, Arts & Entertainment]",Pittsburgh,40.4471820836,-80.0211379383,Rivers Casino,169,3.0
1223,fDgPqRj5oQE-lDRCc4afDg,"[Restaurants, Breakfast & Brunch]",Charlotte,35.143764,-80.93149,International House of Pancakes,25,3.5
1224,1p7CaMTJBO1VuvpogOvrFA,"[Sandwiches, Pizza, Chicken Wings, Restaurants]",Charlotte,35.2042557595,-80.7603788509,Domino's Pizza,5,2.0
1225,4ggOHxvlxnF0a00hDDVbnQ,"[Restaurants, Mexican, Barbeque, American (New)]",Pittsburgh,40.5172794,-80.0938524,Sunny Jim's Tavern,39,3.0
1226,dztcNrIVDg6D-6sFOOofDA,"[Restaurants, Food, Sandwiches, Bakeries, Cafes, Breakfast & Brunch]",Charlotte,35.2109428,-80.8571609,Sunflour Baking Company,58,4.0
1227,K8-LLbISfbE9ObRcshKFpg,"[Steakhouses, Restaurants]",Charlotte,35.2938812,-80.7419482,Outback Steakhouse,37,3.0
1228,zXsB61ZYYsTCaKYOTYr1Tg,"[Restaurants, Hot Dogs, Fast Food, Burgers]",Charlotte,35.2757164,-80.7931498,Wendy's,4,2.5
1229,VWJ5ek9uX-VFsD9Tiy2Njw,"[Japanese, Restaurants, Sushi Bars, Steakhouses]",Charlotte,35.2941824,-80.7397396,Kabuto Japanese Steak House & Sushi Bar,50,3.5
1230,zcfmbmOEX83YL04f9_Y0BA,"[Restaurants, Pizza]",Charlotte,35.137534,-80.739321,Juliana Pizza Family Restaurant,25,3.5
1231,fzRxHv7XnnDqTmX25tVbJg,"[American (New), Chicken Wings, Nightlife, Sports Bars, American (Traditional), Bars, Restaurants]",Charlotte,35.152861,-80.8398047,Taco Mac,263,2.5
1232,rzByiKaj-bLeLz-zKNBQdg,"[Restaurants, Ice Cream & Frozen Yogurt, Fast Food, Food]",Pittsburgh,40.378641,-79.989937,Dairy Queen,17,2.0
1233,BXPEMIFl4iixdvIJW8Fkmg,"[Burgers, Restaurants, Barbeque, American (New), Fast Food, Hot Dogs]",Charlotte,35.1407686,-80.7356176,Cook Out,32,3.0
1234,GrJ74hxJsXXwcqS7zcfFhw,"[Restaurants, Steakhouses]",Charlotte,35.1499169,-80.8390885,Ruth's Chris Steak House,93,4.0
1235,6hZgMg9rnDCC0RBVRlkZwQ,"[Restaurants, Food, Japanese, Salad, Desserts, Sushi Bars]",Charlotte,35.0884323424,-80.8599348945,Mr Tokyo Japanese Restaurant,128,4.5
1236,Kg2Cg-ZL56o2oU2GbylX5g,"[Restaurants, Mexican]",Charlotte,35.2586990131,-80.7859582454,Taqueria Tóluca,4,3.5
1237,_PKa6Dj06Q2AHKGkpJ7GnA,"[Restaurants, Barbeque]",Pittsburgh,40.438672,-79.98757,Z-Best BBQ,18,4.5
1238,k4rCUTxZrDkRy2a9Bvpcww,"[Greek, Restaurants]",Charlotte,35.2158265,-80.8282887,Shiraz Grill,7,3.0
1239,HpIEmY43r-mnjmwj_qg-qg,"[Restaurants, Burgers, American (Traditional), Chicken Wings]",Charlotte,35.300651,-80.802205,US Fried Chicken,17,4.0
1240,0DaSqjKtm8JJEv2nmL4cgw,"[Food, Imported Food, Ethnic Food, Restaurants, Specialty Food, Sushi Bars]",Charlotte,35.2202807819,-80.9439801863,Hissho Sushi At First In Flight Bar,90,3.0
1241,IvTpZowBC7_4N5xTXsaQpA,"[Chicken Wings, Pizza, Sandwiches, Restaurants]",Charlotte,35.117183,-80.857545,Domino's Pizza,11,3.0
1242,0D6NKcLzVfQ3RcEPySmzDw,"[Japanese, Sushi Bars, Restaurants]",Charlotte,35.1050662283,-80.9874061483,Masa Sushi & Asian Grill,104,3.5
1243,wvDT67R5duF_hYx5iOXLaQ,"[Breakfast & Brunch, Restaurants, Diners]",Pittsburgh,40.4533123615,-80.1626436575,DeLuca's Diner,62,3.5
1244,QQSlx-l_cfwkVrNwjV_HgQ,"[Chinese, Restaurants]",Pittsburgh,40.5099902,-80.0950281,House of Lee Restaurant,25,3.0
1245,eqLnu2upLynB4UGohc6KEQ,"[Sports Bars, Burgers, Pool Halls, Bars, Restaurants, Nightlife, Pizza]",Charlotte,35.303872,-80.749548,Picasso's Sports Cafe,76,4.0
1246,575BoZY8tDPcfSRcdsUNLw,"[Restaurants, American (New), American (Traditional)]",Pittsburgh,40.4167567,-80.0303278,Eat'n Park Restaurant,32,3.0
1247,LP4zPEwL3lxYfJ2sePRMog,"[Delis, Sandwiches, Restaurants]",Charlotte,35.3409328,-80.7697622,Jimmy John's,13,4.0
1248,Qh8EERpaVfgYRCnvxCtk7g,"[Bars, Nightlife, Restaurants, Wine Bars, American (New)]",Charlotte,35.310898,-80.7506949,FireWater,71,3.0
1249,-Lovf0jkQtvb6Y_WjDn-sw,"[Pizza, Restaurants]",Pittsburgh,40.4289664,-79.9834837,Sola Pizza,21,4.0
1250,gz87Wa7QUZ3gNlgE9NVPAA,"[Restaurants, Chinese]",Pittsburgh,40.4303781,-79.9772139,Chan An Restaurant,6,3.0
1251,u540gB8nSBDZez-Kb76G9w,"[Nightlife, Restaurants, Chinese, Food, Sushi Bars, Bars, Juice Bars & Smoothies]",Pittsburgh,40.3492314412,-80.051917224,Laughing Buddha Bar,18,4.0
1252,8ys-TIaQkgc0K9FZzzPKWg,"[Restaurants, Pizza]",Charlotte,35.278121,-80.766662,Pizza Hut,4,1.0
1253,SrzJZMB_WXFAAzBdipKOWw,"[Italian, Restaurants]",Pittsburgh,40.4298415,-79.9890098,Abruzzi's,3,4.5
1254,vP4sY1QCP8Du4dzxG-I0WQ,"[Sandwiches, Restaurants]",Charlotte,35.244224,-80.7800929,The Steak' N Hoagie Shop,19,4.5
1255,jr4HnVAofie_FJ_YMMQzVA,"[Food Delivery Services, Diners, Food, Restaurants, Vegan]",Pittsburgh,40.46406,-79.94706,Chip and Kale,3,5.0
1256,0PCBt3JKD6IooicImKNBzA,"[Seafood, Thai, Vegan, Restaurants]",Pittsburgh,40.4439407,-79.9982321,Nicky's Thai Kitchen,375,4.0
1257,Jl-lJisnmsy8BCV0Pif4xg,"[Greek, Restaurants, Middle Eastern, Mediterranean]",Pittsburgh,40.4432466658,-80.0022544159,Christos Mediterranean Grille,73,3.0
1258,sF9rVfyiVPOgV806iqQiqg,"[Delis, Restaurants]",Charlotte,35.2431707,-80.9373841,Little Rock Deli,10,3.5
1259,qQvHYQ1uocuEnFcUdhxV_g,"[Restaurants, American (New), Bakeries, Food, Fish & Chips, Seafood, British]",Pittsburgh,40.4284658,-79.9793686,The Pub Chip Shop,165,4.5
1260,5h7ra0kJKswSZEzbFSIpaw,"[Restaurants, Breakfast & Brunch, Coffee & Tea, Desserts, Vegetarian, Food, Beer, Wine & Spirits]",Pittsburgh,40.4289537,-79.9842819,Beehive Coffee,116,4.0
1261,BCBLDV5sxvOebPRswPFFgA,"[Hot Dogs, Burgers, Restaurants, Fast Food]",Charlotte,35.2461023,-80.8932396,Wendy's,5,1.0
1262,n-n2l3VyENfM6nr8IXAObw,"[Mexican, Specialty Food, Ethnic Food, Restaurants, Desserts, Beer, Wine & Spirits, Food]",Charlotte,35.0886749842,-80.865605101,Taqueria,88,4.0
1263,u632XAPn08Rot9Ru9BoFNA,"[American (Traditional), Restaurants, Wine Bars, Bars, Nightlife, Beer Gardens]",Charlotte,35.1806035,-80.8801544,Old Pineville Premium Pub,25,4.5
1264,gG2S0HPvInQDUKdCJmpfqA,"[Sandwiches, Restaurants, Fast Food]",Charlotte,35.2331042877,-80.8496199619,Subway,10,3.0
1265,ODTI9W7fHMKNWZ3g8VcFUg,"[Tapas/Small Plates, Restaurants, Spanish, Basque]",Pittsburgh,40.428215,-79.973327,Mallorca Restaurant,192,3.5
1266,lRB4EvPM0L88f4meH9KcYQ,"[Sandwiches, American (Traditional), Food, Restaurants, Ice Cream & Frozen Yogurt, Desserts]",Pittsburgh,40.462119,-79.949462,Peanut Butter Jelly Time,39,4.0
1267,v50-nvBCZNf7nCNbyUlQLw,"[French, Restaurants, Breakfast & Brunch, Creperies]",Pittsburgh,40.4516361,-79.9333919,Crepes Parisiennes,70,4.0
1268,t7zt6AgybRzdPtj7fh_aJg,"[Barbeque, Restaurants]",Pittsburgh,40.3951787,-80.0225039,Smoq Pitt,85,3.5
1269,zMfZLd5_h5W8ZVxTNoeJyQ,"[Restaurants, Mexican]",Pittsburgh,40.4513619074,-79.93359755,Steel Cactus,197,2.5
1270,xzR3J-4vpt6K4ZHr8nQLCA,"[Chicken Wings, Nightlife, Restaurants, Bars]",Pittsburgh,40.4280178,-79.9718039,Archie's,41,3.5
1271,cpRiIxqubDa4JV58ZR7-cg,"[Steakhouses, Restaurants]",Pittsburgh,40.428324,-79.978097,Pittsburgh Steak Company,73,2.5
1272,7rw92H4cHKZAE3riYDHOvQ,"[Delis, Restaurants]",Charlotte,35.1685608,-80.8749312,Harrigan's Gourmet Deli,5,4.0
1273,OFdMlXxtkU_nUh8jJ4W6GA,"[Food, Coffee & Tea, Juice Bars & Smoothies, Restaurants, Mediterranean]",Pittsburgh,40.4289742,-79.9806789,Delanie's Coffee,104,4.5
1274,Err-UlwpMFaCIQ4mAVxmzQ,"[Beer, Wine & Spirits, Bars, Nightlife, Food, Restaurants, American (New), Wine Bars, Tapas/Small Plates, Beer Bar]",Charlotte,35.2031402,-80.8450182,Foxcroft Wine Co. Dilworth,45,4.0
1275,TxF5VebzYK0a1Nl_YUXwyQ,"[Restaurants, Tex-Mex]",Charlotte,35.2270869,-80.8431267,KO Food Truck,4,2.0
1276,ryiuGXkurCl0Me6tmqOtzA,"[Restaurants, Fast Food, Salad, American (New), Chicken Wings]",Charlotte,35.2910161,-80.763197,Zaxby's Chicken Fingers & Buffalo Wings,20,2.5
1277,Sn6sKGagoqfP6Ecaj2IUlg,"[Restaurants, Fast Food, Tex-Mex, Mexican]",Charlotte,35.29543,-80.75521,Taco Bell,13,1.5
1278,lag81XHoHW4abcjLNKYw0Q,"[Restaurants, Pizza]",Charlotte,35.052884,-80.815583,Hungry Howie's Pizza,7,2.5
1279,9ZdDRjkgD8OZGBDFgtZong,"[Bars, Nightlife, Barbeque, Food, Sports Bars, American (New), Restaurants, American (Traditional), Lounges]",Pittsburgh,40.447203,-80.022159,Wheelhouse,13,3.0
1280,kWwm_fHthKL-xIykOrR93A,"[Food, Donuts, Cafes, Restaurants, Coffee & Tea]",Pittsburgh,40.3922331823,-79.9865442887,Dunkin Donuts,4,4.0
1281,KdczpWW4AxTbBKH6ZnTGYg,"[Breakfast & Brunch, Food, Restaurants, American (Traditional), Southern, Juice Bars & Smoothies]",Charlotte,35.2031314,-80.8457515,Just Fresh Bakery Cafe,23,3.0
1282,vIyxu2PK48X8GPJ7B-z9wg,"[Restaurants, Burgers]",Pittsburgh,40.4289636,-79.9851922,The Pickle Barrel,6,3.5
1283,HNbX93hyrua2p6LO4IwdHA,"[Mexican, Fast Food, Restaurants, Tex-Mex]",Pittsburgh,40.391243,-80.060459,Taco Bell,11,2.0
1284,fiRbomFAAtfTYOTTtnDUcA,"[Restaurants, Pizza]",Pittsburgh,40.461955,-79.9501649,Caliente Pizza & Draft House,177,3.0
1285,GxA47kwAz_fMU-giHGFSDQ,"[Restaurants, Chicken Wings]",Charlotte,35.163772,-80.8846069,Wingstop,5,2.5
1286,k3WyM7vM-4nKxJQaFBdwJA,"[Delis, Sandwiches, Restaurants]",Pittsburgh,40.4262926363,-80.0566652736,The Italian Bread Place & Deli,14,4.5
1287,uqRQ9CGtpmm3HlAtWjJoyw,"[American (New), Burgers, Restaurants, Fast Food]",Charlotte,35.0982218,-80.7784355,Five Guys Burgers and Fries,9,3.0
1288,yVPiqeEWOzJuskp5G-twRw,"[Chinese, Restaurants, Fast Food]",Charlotte,35.2214228,-80.9437985,Manchu Wok,12,1.0
1289,abeirRXWiMeBxaiN-ww2YQ,"[American (New), Restaurants]",Charlotte,35.1806674,-80.8798315,Basil's Restaurant,8,2.5
1290,jYqOPpSmtKbKzf0Z_g-Oyg,"[Southern, Breakfast & Brunch, Restaurants, Soul Food, Vegetarian]",Charlotte,35.0591094,-80.8138238,Flying Biscuit Cafe- Charlotte,190,3.5
1291,nzT22B3ad9L0oF2hVYXr8Q,"[Asian Fusion, Chinese, Restaurants]",Charlotte,39.663248,-86.1833998,Hop Feng 2,16,4.0
1292,pX_Gr9L5gXhmNx3YQe23Nw,"[Delis, Restaurants, Sandwiches]",Charlotte,35.098439,-80.775959,New York Deli & Restaurant,60,3.0
1293,iofGoeP8tLB7Ny4GNfjxvg,"[Breakfast & Brunch, Restaurants]",Pittsburgh,40.4416303,-80.0330321,The Cozy Cafe,4,4.0
